# [<k> (h/Mpc)]	[<P_0(k)> (Mpc/h)^3]	[<P_0(k)> (Mpc/h)^3]
2.4168630000	34.0032200000	34.0296000000
2.4415090000	33.4706800000	33.4825000000
2.4660800000	33.2472500000	33.2917200000
2.4905750000	32.7015800000	32.7339200000
2.5151860000	31.9925200000	32.0154400000
2.5397770000	31.7983000000	31.8370500000
2.5642150000	31.4056600000	31.4495600000
2.5887070000	30.8597500000	30.8802400000
2.6133370000	30.6181800000	30.6473100000
2.6379250000	30.3470400000	30.3750700000
2.6624200000	29.9281900000	29.9568800000
2.6869630000	29.5925600000	29.6200500000
2.7115150000	29.3281500000	29.3637300000
2.7359820000	29.0024700000	29.0458100000
2.7605730000	28.5924300000	28.6301900000
2.7852370000	28.2342500000	28.2630600000
2.8096710000	27.8427000000	27.8772300000
2.8341510000	27.4605400000	27.4974800000
2.8587220000	27.2217800000	27.2550700000
2.8832500000	26.7824200000	26.8204700000
2.9078190000	26.4580300000	26.4868200000
2.9323350000	26.1598800000	26.2037300000
2.9569140000	25.8147200000	25.8582700000
2.9814490000	25.5818400000	25.6287600000
3.0058760000	25.3882400000	25.4264900000
3.0304030000	24.9451700000	24.9777600000
3.0550410000	24.5137900000	24.5517000000
3.0796920000	24.3074800000	24.3377300000
3.1042410000	23.8502700000	23.8933600000
3.1287100000	23.7948300000	23.8282400000
3.1531230000	23.3952000000	23.4312100000
3.1776190000	23.2865600000	23.3258600000
3.2021850000	22.8360200000	22.8766400000
3.2267080000	22.6892100000	22.7313500000
3.2513210000	22.4311500000	22.4665600000
3.2758820000	22.0802600000	22.1267400000
3.3003930000	21.6543800000	21.6949100000
3.3249550000	21.7063900000	21.7488400000
3.3495280000	21.4468700000	21.4919700000
3.3740870000	21.1091200000	21.1492100000
3.3985410000	21.0012300000	21.0478500000
3.4230110000	20.7747400000	20.8216400000
3.4475460000	20.4589900000	20.5139500000
3.4721760000	20.2000000000	20.2376300000
3.4967720000	19.9713400000	20.0260500000
3.5213020000	19.7116500000	19.7626500000
3.5458450000	19.4709900000	19.5201700000
3.5703510000	19.2855700000	19.3399300000
3.5948170000	19.0953900000	19.1351300000
3.6193400000	18.8974000000	18.9427000000
3.6439210000	18.7336900000	18.7903200000
3.6685010000	18.4624500000	18.5091300000
3.6930830000	18.2918400000	18.3374500000
3.7176360000	18.1440300000	18.1899400000
3.7421230000	17.9098300000	17.9567100000
3.7666230000	17.6895800000	17.7423300000
3.7912110000	17.5203100000	17.5653000000
3.8157400000	17.3678600000	17.4255300000
3.8402500000	17.1213500000	17.1677500000
3.8648160000	17.0067600000	17.0539300000
3.8894160000	16.7893700000	16.8390100000
3.9139840000	16.6746500000	16.7253900000
3.9384390000	16.4986200000	16.5508400000
3.9628560000	16.3891200000	16.4373800000
3.9874080000	16.0906200000	16.1458800000
4.0119510000	15.9051000000	15.9492000000
4.0365020000	15.8069600000	15.8584700000
4.0611010000	15.6533800000	15.7081300000
4.0856320000	15.4494200000	15.5004300000
4.1102260000	15.3501900000	15.3977300000
4.1347600000	15.1386000000	15.1964500000
4.1592470000	15.0164900000	15.0702600000
4.1838070000	14.8921900000	14.9526200000
4.2083210000	14.6836400000	14.7376700000
4.2328390000	14.5623900000	14.6148000000
4.2573760000	14.4322000000	14.4891300000
4.2819440000	14.2565200000	14.3089600000
4.3065050000	14.0871200000	14.1466300000
4.3310330000	13.9759300000	14.0320500000
4.3556170000	13.9126200000	13.9781000000
4.3801610000	13.7771100000	13.8312900000
4.4046760000	13.6403900000	13.6982100000
4.4292490000	13.4836400000	13.5427100000
4.4537720000	13.4112300000	13.4698500000
4.4782820000	13.2726800000	13.3312500000
4.5027770000	13.1376000000	13.1956400000
4.5272890000	12.9707900000	13.0274400000
4.5518890000	12.8906600000	12.9490000000
4.5764260000	12.6777600000	12.7380800000
4.6008930000	12.6122800000	12.6732000000
4.6254670000	12.5218600000	12.5831400000
4.6500350000	12.3764700000	12.4357300000
4.6745410000	12.2452800000	12.3049400000
4.6991040000	12.1634600000	12.2267500000
4.7236700000	12.0246300000	12.0822000000
4.7481820000	11.9221900000	11.9840200000
4.7726820000	11.8277100000	11.8879400000
4.7972030000	11.6955600000	11.7571200000
4.8217550000	11.5907400000	11.6500600000
4.8463610000	11.4969100000	11.5633800000
4.8709150000	11.3688500000	11.4292200000
4.8954260000	11.2854700000	11.3441500000
4.9199520000	11.2008800000	11.2680800000
4.9444960000	11.0345900000	11.0976000000
4.9690130000	10.9571200000	11.0231200000
4.9935620000	10.8690000000	10.9334900000
5.0181380000	10.7766400000	10.8381500000
5.0426420000	10.7045800000	10.7701700000
5.0672150000	10.5768800000	10.6455500000
5.0917750000	10.4768000000	10.5413600000
5.1163090000	10.4136700000	10.4811300000
5.1408380000	10.2911900000	10.3568400000
5.1653330000	10.2086600000	10.2808800000
5.1898180000	10.1419100000	10.2064600000
5.2143510000	10.0417600000	10.1096700000
5.2389470000	9.9724010000	10.0411600000
5.2634790000	9.8560640000	9.9208110000
5.2880020000	9.7903230000	9.8565290000
5.3125460000	9.7082290000	9.7767960000
5.3371210000	9.6222490000	9.6908200000
5.3616720000	9.5348900000	9.6034050000
5.3861960000	9.4642640000	9.5348850000
5.4107150000	9.3797700000	9.4513750000
5.4352440000	9.3017990000	9.3679870000
5.4598230000	9.2292370000	9.2997350000
5.4843890000	9.1658020000	9.2322460000
5.5088890000	9.1151080000	9.1835930000
5.5334640000	8.9879700000	9.0559450000
5.5580360000	8.9124920000	8.9814840000
5.5824840000	8.8539270000	8.9219040000
5.6069560000	8.7983090000	8.8684060000
5.6315600000	8.7308740000	8.8002130000
5.6561680000	8.6601710000	8.7252380000
5.6806980000	8.5767840000	8.6489050000
5.7052040000	8.5109030000	8.5826950000
5.7297040000	8.4414350000	8.5131450000
5.7542320000	8.3635630000	8.4357590000
5.7787720000	8.3073350000	8.3757260000
5.8033420000	8.2346420000	8.3073790000
5.8279020000	8.1740480000	8.2437870000
5.8524090000	8.1299540000	8.2020230000
5.8769570000	8.0633040000	8.1319370000
5.9015340000	7.9762010000	8.0455960000
5.9260300000	7.9152230000	7.9840400000
5.9505480000	7.8743990000	7.9407660000
5.9751370000	7.8117510000	7.8854680000
5.9996570000	7.7377360000	7.8105580000
6.0241610000	7.6868170000	7.7582180000
6.0487140000	7.6315490000	7.7038940000
6.0732670000	7.5595830000	7.6313020000
6.0978680000	7.4935960000	7.5699280000
6.1223690000	7.4578590000	7.5346900000
6.1468670000	7.3911320000	7.4604010000
6.1714520000	7.3315570000	7.4077790000
6.1959740000	7.2995220000	7.3697900000
6.2204440000	7.2179640000	7.2944310000
6.2449860000	7.1767060000	7.2506510000
6.2695880000	7.1319920000	7.2054270000
6.2941240000	7.0789950000	7.1551390000
6.3186330000	7.0108260000	7.0867760000
6.3432020000	6.9613040000	7.0320140000
6.3677700000	6.9158700000	6.9907930000
6.3922880000	6.8628610000	6.9374490000
6.4168370000	6.8153240000	6.8898070000
6.4413830000	6.7781720000	6.8545130000
6.4659130000	6.7083310000	6.7847430000
6.4904330000	6.6625090000	6.7392350000
6.5149460000	6.6055000000	6.6827370000
6.5395180000	6.5638700000	6.6405390000
6.5640590000	6.5221540000	6.5998870000
6.5885870000	6.4727450000	6.5461770000
6.6131100000	6.4323710000	6.5090150000
6.6376220000	6.3764970000	6.4541470000
6.6621720000	6.3191380000	6.3993380000
6.6866930000	6.2846110000	6.3631200000
6.7112270000	6.2376270000	6.3168340000
6.7357770000	6.1998990000	6.2767870000
6.7603230000	6.1653420000	6.2421230000
6.7848550000	6.1084920000	6.1873670000
6.8094270000	6.0866410000	6.1662830000
6.8339790000	6.0352200000	6.1158980000
6.8585030000	5.9661710000	6.0443080000
6.8830550000	5.9471860000	6.0228830000
6.9075840000	5.8986900000	5.9766680000
6.9321340000	5.8529080000	5.9304030000
6.9566690000	5.8133290000	5.8906760000
6.9812210000	5.7776090000	5.8572200000
7.0057530000	5.7298730000	5.8100080000
7.0302330000	5.7106660000	5.7905300000
7.0547820000	5.6629020000	5.7429280000
7.0793430000	5.6171230000	5.6999360000
7.1038830000	5.5846830000	5.6654920000
7.1284240000	5.5494020000	5.6329060000
7.1529650000	5.5103420000	5.5890450000
7.1775010000	5.4737230000	5.5552020000
7.2020130000	5.4459190000	5.5274400000
7.2265770000	5.3956300000	5.4764800000
7.2511250000	5.3835530000	5.4649210000
7.2756510000	5.3281810000	5.4126150000
7.3002260000	5.2953350000	5.3771110000
7.3247590000	5.2425890000	5.3256090000
7.3492990000	5.2172060000	5.3009930000
7.3738250000	5.1940950000	5.2783850000
7.3983120000	5.1620160000	5.2459390000
7.4228920000	5.1142850000	5.1972030000
7.4474420000	5.0816010000	5.1694520000
7.4719560000	5.0512570000	5.1367890000
7.4964990000	5.0221440000	5.1063460000
7.5210140000	4.9774990000	5.0605730000
7.5455570000	4.9551130000	5.0408200000
7.5700860000	4.9391380000	5.0226500000
7.5946130000	4.8962900000	4.9797670000
7.6191720000	4.8746200000	4.9603030000
7.6437560000	4.8360990000	4.9205490000
7.6682630000	4.7993200000	4.8836190000
7.6927770000	4.7656860000	4.8512300000
7.7173710000	4.7430710000	4.8293930000
7.7419290000	4.7109200000	4.7968740000
7.7664570000	4.6861340000	4.7722300000
7.7909530000	4.6594170000	4.7487580000
7.8154890000	4.6230070000	4.7108490000
7.8400500000	4.5931410000	4.6800840000
7.8645880000	4.5681660000	4.6530490000
7.8891260000	4.5384200000	4.6280230000
7.9136430000	4.5139330000	4.6015200000
7.9381810000	4.4780250000	4.5665520000
7.9627600000	4.4578440000	4.5459890000
7.9873110000	4.4379480000	4.5278510000
8.0118110000	4.3977390000	4.4849210000
8.0363250000	4.3821350000	4.4714810000
8.0608680000	4.3574010000	4.4475000000
8.0854460000	4.3331070000	4.4210170000
8.1099890000	4.2974960000	4.3876530000
8.1344710000	4.2736270000	4.3644480000
8.1590380000	4.2433320000	4.3345090000
8.1835980000	4.2146410000	4.3031470000
8.2080730000	4.2001950000	4.2904520000
8.2325900000	4.1652930000	4.2569480000
8.2571440000	4.1544870000	4.2435720000
8.2817100000	4.1272020000	4.2206610000
8.3062710000	4.1082060000	4.2002470000
8.3308260000	4.0738490000	4.1664900000
8.3553740000	4.0451910000	4.1359820000
8.3799010000	4.0356430000	4.1270890000
8.4044180000	4.0113050000	4.1064640000
8.4289280000	3.9902000000	4.0798840000
8.4535040000	3.9612200000	4.0529830000
8.4780510000	3.9405560000	4.0347820000
8.5025800000	3.9170940000	4.0107880000
8.5271380000	3.8904440000	3.9849410000
8.5516340000	3.8730680000	3.9666320000
8.5761560000	3.8467960000	3.9397310000
8.6006970000	3.8262680000	3.9191910000
8.6252590000	3.8036030000	3.8981400000
8.6498360000	3.7870740000	3.8793820000
8.6743760000	3.7679340000	3.8628480000
8.6989270000	3.7435490000	3.8387700000
8.7234500000	3.7206110000	3.8141680000
8.7479570000	3.6930340000	3.7894860000
8.7725210000	3.6771360000	3.7734640000
8.7970470000	3.6683150000	3.7647270000
8.8215410000	3.6414640000	3.7371290000
8.8460760000	3.6275660000	3.7231370000
8.8706410000	3.5914140000	3.6864670000
8.8951700000	3.5896090000	3.6847740000
8.9197130000	3.5661910000	3.6614560000
8.9442630000	3.5421880000	3.6400860000
8.9687720000	3.5265540000	3.6229070000
8.9933340000	3.5021360000	3.5993760000
9.0178950000	3.4876740000	3.5834300000
9.0424300000	3.4658200000	3.5641780000
9.0669700000	3.4476060000	3.5448610000
9.0915380000	3.4327450000	3.5315530000
9.1160630000	3.4163240000	3.5125420000
9.1405730000	3.3959640000	3.4945380000
9.1651400000	3.3771910000	3.4748690000
9.1896530000	3.3616000000	3.4592090000
9.2141760000	3.3417580000	3.4400960000
9.2387220000	3.3254920000	3.4254340000
9.2632520000	3.3108660000	3.4104910000
9.2878100000	3.2977980000	3.3961970000
9.3123630000	3.2759740000	3.3754300000
9.3368980000	3.2602880000	3.3570400000
9.3614280000	3.2464480000	3.3466430000
9.3859690000	3.2262250000	3.3253710000
9.4104960000	3.2073670000	3.3088810000
9.4350270000	3.1940990000	3.2930240000
9.4595770000	3.1756430000	3.2766560000
9.4840800000	3.1599580000	3.2615960000
9.5085990000	3.1389630000	3.2419440000
9.5331770000	3.1308170000	3.2327770000
9.5577400000	3.1097950000	3.2117300000
9.5822830000	3.0945200000	3.1963600000
9.6068250000	3.0821160000	3.1846320000
9.6313560000	3.0675450000	3.1708870000
9.6558810000	3.0498150000	3.1529770000
9.6804260000	3.0413190000	3.1456220000
9.7049420000	3.0237520000	3.1296950000
9.7294970000	3.0082000000	3.1125760000
9.7540460000	2.9941720000	3.0969820000
9.7785350000	2.9804790000	3.0848830000
9.8031030000	2.9658140000	3.0721830000
9.8276490000	2.9562660000	3.0604700000
9.8521800000	2.9397020000	3.0439490000
9.8767310000	2.9288980000	3.0351470000
9.9012840000	2.9123580000	3.0182500000
9.9258350000	2.9033370000	3.0080040000
9.9503500000	2.8854470000	2.9931990000
9.9749020000	2.8751750000	2.9801390000
9.9994290000	2.8584350000	2.9644660000
10.0239200000	2.8397890000	2.9441340000
10.0484900000	2.8360620000	2.9445400000
10.0730300000	2.8246550000	2.9319290000
10.0975600000	2.8147770000	2.9223920000
10.1220900000	2.7991840000	2.9070270000
10.1466400000	2.7879970000	2.8974380000
10.1712000000	2.7695670000	2.8778750000
10.1957200000	2.7673650000	2.8770060000
10.2202500000	2.7481250000	2.8569530000
10.2447900000	2.7412690000	2.8515450000
10.2693300000	2.7280740000	2.8365470000
10.2938600000	2.7164520000	2.8265500000
10.3184200000	2.7044520000	2.8143230000
10.3429600000	2.6928760000	2.8040910000
10.3674900000	2.6787010000	2.7898390000
10.3920300000	2.6673690000	2.7795240000
10.4165500000	2.6642870000	2.7746940000
10.4411100000	2.6503270000	2.7617340000
10.4657000000	2.6394790000	2.7523920000
10.4902100000	2.6277080000	2.7402940000
10.5147300000	2.6187870000	2.7320090000
10.5392500000	2.6046710000	2.7178680000
10.5638000000	2.5958940000	2.7106620000
10.5883500000	2.5871100000	2.7016700000
10.6128300000	2.5753900000	2.6905550000
10.6373900000	2.5661460000	2.6805140000
10.6619700000	2.5567870000	2.6713350000
10.6865000000	2.5469350000	2.6619900000
10.7110300000	2.5364410000	2.6526930000
10.7355500000	2.5219540000	2.6382650000
10.7601100000	2.5170820000	2.6316260000
10.7846600000	2.5091170000	2.6261140000
10.8091800000	2.4986650000	2.6154080000
10.8337000000	2.4903570000	2.6083720000
10.8582300000	2.4826280000	2.6014630000
10.8828200000	2.4747490000	2.5935710000
10.9073700000	2.4586020000	2.5772280000
10.9318900000	2.4585120000	2.5756250000
10.9564200000	2.4461590000	2.5648120000
10.9809600000	2.4394040000	2.5592300000
11.0055200000	2.4336470000	2.5531460000
11.0300500000	2.4226550000	2.5430420000
11.0545800000	2.4141070000	2.5355260000
11.0791100000	2.4089800000	2.5306510000
11.1036600000	2.3989690000	2.5209850000
11.1282100000	2.4009690000	2.5235740000
11.1527300000	2.3832450000	2.5051040000
11.1772600000	2.3767400000	2.5000030000
11.2018100000	2.3693600000	2.4919790000
11.2263400000	2.3678450000	2.4916330000
11.2508500000	2.3582010000	2.4840350000
11.2754100000	2.3510830000	2.4754150000
11.2999900000	2.3421570000	2.4663400000
11.3245100000	2.3379990000	2.4630330000
11.3490300000	2.3278470000	2.4543720000
11.3735700000	2.3234930000	2.4492000000
11.3981100000	2.3182650000	2.4444630000
11.4226500000	2.3131110000	2.4400930000
11.4471800000	2.3060120000	2.4344950000
11.4717400000	2.3041020000	2.4308510000
11.4962800000	2.2901350000	2.4207370000
11.5207900000	2.2883900000	2.4165890000
11.5453300000	2.2792190000	2.4085130000
11.5698800000	2.2810350000	2.4091380000
11.5944100000	2.2692400000	2.3994890000
11.6189500000	2.2669390000	2.3957380000
11.6434900000	2.2636860000	2.3955020000
11.6680400000	2.2566260000	2.3855970000
11.6925900000	2.2523210000	2.3844860000
11.7171200000	2.2485890000	2.3796580000
11.7416400000	2.2420970000	2.3755950000
11.7661900000	2.2416020000	2.3740510000
11.7907200000	2.2337090000	2.3664120000
11.8152500000	2.2309300000	2.3641120000
11.8397900000	2.2238030000	2.3568400000
11.8643500000	2.2223550000	2.3582990000
11.8888900000	2.2157990000	2.3523350000
11.9134300000	2.2150400000	2.3526030000
11.9379700000	2.2096050000	2.3466790000
11.9625100000	2.2098870000	2.3494710000
11.9870300000	2.2036120000	2.3423540000
12.0115600000	2.1999280000	2.3385950000
12.0361200000	2.1987900000	2.3372280000
12.0606500000	2.1968180000	2.3376520000
12.0851500000	2.1930890000	2.3340850000
12.1097100000	2.1903340000	2.3312390000
12.1342800000	2.1880140000	2.3289860000
12.1588100000	2.1860630000	2.3284170000
12.1833600000	2.1827970000	2.3262150000
12.2078700000	2.1799140000	2.3233800000
12.2324200000	2.1790810000	2.3245330000
12.2569600000	2.1774000000	2.3214370000
12.2814800000	2.1744050000	2.3198770000
12.3060200000	2.1769200000	2.3234180000
12.3305600000	2.1734060000	2.3202360000
12.3551200000	2.1709010000	2.3184530000
12.3796500000	2.1753950000	2.3243360000
12.4041900000	2.1706530000	2.3190860000
12.4287400000	2.1702300000	2.3195440000
12.4532500000	2.1691870000	2.3201620000
12.4778000000	2.1718040000	2.3215200000
12.5023500000	2.1725970000	2.3232440000
12.5268800000	2.1721740000	2.3233810000
12.5514300000	2.1685780000	2.3212560000
12.5759600000	2.1658520000	2.3196140000
12.6004900000	2.1598980000	2.3149000000
12.6250300000	2.1559100000	2.3085220000
12.6495800000	2.1479450000	2.3019280000
12.6741100000	2.1429740000	2.2966270000
12.6986400000	2.1388330000	2.2930520000
12.7231600000	2.1295780000	2.2829510000
12.7477300000	2.1247870000	2.2779920000
12.7722500000	2.1172630000	2.2708030000
12.7967700000	2.1114000000	2.2654020000
12.8213300000	2.1051700000	2.2588550000
12.8458700000	2.0980240000	2.2538680000
12.8704300000	2.0921480000	2.2479550000
12.8949500000	2.0868510000	2.2432270000
12.9195100000	2.0793600000	2.2353300000
12.9440300000	2.0713380000	2.2271680000
12.9685300000	2.0629980000	2.2178870000
12.9930900000	2.0601120000	2.2161940000
13.0176300000	2.0531890000	2.2093300000
13.0421700000	2.0476330000	2.2049640000
13.0667000000	2.0412960000	2.1975110000
13.0912300000	2.0349170000	2.1906740000
13.1157900000	2.0271150000	2.1843060000
13.1403400000	2.0231770000	2.1808990000
13.1648800000	2.0196300000	2.1778440000
13.1894000000	2.0132320000	2.1714340000
13.2139300000	2.0067080000	2.1648390000
13.2384800000	2.0026960000	2.1614540000
13.2630200000	1.9935440000	2.1524250000
13.2875700000	1.9906390000	2.1505710000
13.3121000000	1.9838150000	2.1423610000
13.3366200000	1.9815820000	2.1402280000
13.3611700000	1.9770920000	2.1377390000
13.3857000000	1.9699540000	2.1304450000
13.4102200000	1.9647880000	2.1254440000
13.4347600000	1.9600630000	2.1203290000
13.4593200000	1.9561840000	2.1143110000
13.4838900000	1.9487560000	2.1103030000
13.5084300000	1.9430010000	2.1060600000
13.5329300000	1.9396080000	2.1007130000
13.5574800000	1.9361060000	2.0982600000
13.5820300000	1.9310350000	2.0927730000
13.6065800000	1.9237310000	2.0871750000
13.6311100000	1.9229630000	2.0836360000
13.6556300000	1.9139320000	2.0778310000
13.6801900000	1.9141190000	2.0801070000
13.7047300000	1.9091750000	2.0744770000
13.7292400000	1.9049820000	2.0694490000
13.7538000000	1.8975040000	2.0632710000
13.7783600000	1.8947060000	2.0597280000
13.8028700000	1.8862410000	2.0518820000
13.8273700000	1.8845530000	2.0495430000
13.8519100000	1.8819410000	2.0471330000
13.8764800000	1.8796770000	2.0459840000
13.9010300000	1.8738640000	2.0424640000
13.9255700000	1.8688110000	2.0361610000
13.9501200000	1.8630900000	2.0314260000
13.9746400000	1.8613780000	2.0288980000
13.9991700000	1.8580590000	2.0256670000
14.0237200000	1.8523510000	2.0206570000
14.0482400000	1.8459530000	2.0163040000
14.0727800000	1.8443710000	2.0137830000
14.0973100000	1.8421290000	2.0126450000
14.1218300000	1.8331620000	2.0030930000
14.1463900000	1.8340870000	2.0047530000
14.1709400000	1.8264310000	1.9976920000
14.1954600000	1.8236510000	1.9957220000
14.2200100000	1.8216760000	1.9920400000
14.2445500000	1.8163510000	1.9919730000
14.2690800000	1.8168600000	1.9902490000
14.2936200000	1.8084310000	1.9823990000
14.3181800000	1.8068690000	1.9789520000
14.3427300000	1.8050570000	1.9815460000
14.3672400000	1.8009780000	1.9768150000
14.3917700000	1.7976470000	1.9734130000
14.4163300000	1.7959590000	1.9722240000
14.4408700000	1.7912990000	1.9672860000
14.4654100000	1.7873800000	1.9648010000
14.4899600000	1.7854680000	1.9637400000
14.5144800000	1.7805150000	1.9568340000
14.5390200000	1.7793600000	1.9581470000
14.5635600000	1.7760830000	1.9547650000
14.5880900000	1.7722930000	1.9517100000
14.6126200000	1.7712350000	1.9514410000
14.6371600000	1.7680920000	1.9488570000
14.6617100000	1.7616560000	1.9430040000
14.6862500000	1.7646190000	1.9444760000
14.7107800000	1.7588510000	1.9390620000
14.7353400000	1.7597700000	1.9428220000
14.7598700000	1.7559790000	1.9362800000
14.7843900000	1.7523710000	1.9333260000
14.8089400000	1.7473130000	1.9310330000
14.8334800000	1.7462440000	1.9290200000
14.8580200000	1.7402990000	1.9248790000
14.8825600000	1.7407120000	1.9255930000
14.9070800000	1.7392720000	1.9224540000
14.9316200000	1.7383900000	1.9247210000
14.9561800000	1.7337900000	1.9199480000
14.9807100000	1.7333760000	1.9182110000
15.0052500000	1.7312790000	1.9176920000
15.0298000000	1.7272480000	1.9143710000
15.0543400000	1.7260690000	1.9139060000
15.0788600000	1.7264830000	1.9149870000
15.1034200000	1.7200330000	1.9078910000
15.1279600000	1.7218040000	1.9096720000
15.1524600000	1.7225670000	1.9130450000
15.1770000000	1.7166870000	1.9072510000
15.2015700000	1.7180400000	1.9073280000
15.2261100000	1.7147100000	1.9066780000
15.2506300000	1.7164100000	1.9085770000
15.2751800000	1.7109020000	1.9058100000
15.2997200000	1.7082450000	1.9017550000
15.3242400000	1.7132070000	1.9073440000
15.3487700000	1.7099800000	1.9030900000
15.3733200000	1.7112790000	1.9051510000
15.3978600000	1.7086530000	1.9069250000
15.4224000000	1.7062790000	1.9021780000
15.4469400000	1.7059880000	1.9035650000
15.4714900000	1.7069890000	1.9029810000
15.4960300000	1.7041790000	1.9038620000
15.5205400000	1.7044960000	1.9023530000
15.5450600000	1.7033070000	1.9013590000
15.5696300000	1.7022440000	1.9040260000
15.5941800000	1.7008350000	1.9021910000
15.6187300000	1.7029720000	1.9054760000
15.6432700000	1.7011700000	1.9040190000
15.6678000000	1.6989730000	1.8997770000
15.6923300000	1.6986140000	1.9027850000
15.7168500000	1.6983730000	1.9011880000
15.7414100000	1.6979300000	1.9021320000
15.7659500000	1.6989000000	1.9041480000
15.7904900000	1.6979140000	1.9034420000
15.8150200000	1.6966360000	1.9080680000
15.8395500000	1.6957770000	1.9060440000
15.8640700000	1.6948090000	1.9055380000
15.8886100000	1.6975400000	1.9089820000
15.9131500000	1.6962550000	1.9088530000
15.9377000000	1.6981390000	1.9128330000
15.9622500000	1.6981910000	1.9109690000
15.9867700000	1.6992140000	1.9142270000
16.0113100000	1.6980390000	1.9133180000
16.0358600000	1.6980830000	1.9142780000
16.0604000000	1.7008870000	1.9216610000
16.0849300000	1.7022670000	1.9186440000
16.1094700000	1.6996480000	1.9188860000
16.1340000000	1.7016450000	1.9228500000
16.1585400000	1.7061170000	1.9278090000
16.1831000000	1.7086040000	1.9292490000
16.2076500000	1.7087200000	1.9316220000
